Time	Open	High	Low	Close	Volume
2017-02-01 12:00:00	127.07	128.468	127.06	128.312	150
2017-02-01 16:00:00	128.32	130.48	128.31	128.785	240
2017-02-02 12:00:00	127.9	129.38	127.89	128	150
2017-02-02 16:00:00	128.003	128.54	127.78	128.51	240
2017-02-03 12:00:00	128.308	129.18	128.163	128.421	150
2017-02-03 16:00:00	128.422	129.056	128.342	129.048	240
2017-02-06 12:00:00	128.916	130.46	128.906	130.031	150
2017-02-06 16:00:00	130.03	130.49	130.01	130.31	239
2017-02-07 12:00:00	130.496	131.99	130.455	131.84	150
2017-02-07 16:00:00	131.84	132.08	131.165	131.505	240
2017-02-08 12:00:00	131.298	131.78	131.217	131.42	150
2017-02-08 16:00:00	131.42	132.21	131.42	132.03	240
2017-02-09 12:00:00	131.645	132.15	131.12	131.872	150
2017-02-09 16:00:00	131.871	132.434	131.76	132.41	240
2017-02-10 12:00:00	132.465	132.93	132.101	132.361	150
2017-02-10 16:00:00	132.36	132.552	132.06	132.11	240
2017-02-13 12:00:00	133.028	133.81	132.757	133.704	150
2017-02-13 16:00:00	133.697	133.77	133.18	133.29	240
2017-02-14 12:00:00	133.43	134.38	133.256	134.28	150
2017-02-14 16:00:00	134.281	135.08	134.17	135.01	240
2017-02-15 12:00:00	135.549	136.257	134.94	135.079	150
2017-02-15 16:00:00	135.08	135.509	134.631	135.507	240
2017-02-16 12:00:00	135.656	135.89	134.83	135.194	150
2017-02-16 16:00:00	135.198	135.46	135.043	135.34	240
2017-02-17 12:00:00	135.099	135.78	135.099	135.39	150
2017-02-17 16:00:00	135.39	135.71	135.28	135.71	240
2017-02-21 12:00:00	136.239	136.6	135.97	136.302	150
2017-02-21 16:00:00	136.302	136.74	136.08	136.668	240
2017-02-22 12:00:00	136.447	136.66	136.107	136.482	150
2017-02-22 16:00:00	136.48	137.11	136.44	137.09	239
2017-02-23 12:00:00	137.346	137.471	136.3	136.59	150
2017-02-23 16:00:00	136.591	136.92	136.373	136.527	240
2017-02-24 12:00:00	135.887	136.09	135.271	135.84	150
2017-02-24 16:00:00	135.84	136.64	135.78	136.63	240
2017-02-27 12:00:00	137.015	137.428	136.281	137	150
2017-02-27 16:00:00	136.99	137.234	136.81	136.93	240
2017-02-28 12:00:00	137.088	137.43	136.83	137.28	150
2017-02-28 16:00:00	137.281	137.29	136.7	137.004	238
2017-03-01 12:00:00	137.878	139.733	137.582	139.661	150
2017-03-01 16:00:00	139.67	140.14	139.52	139.78	240
2017-03-02 12:00:00	139.968	140.26	139.231	139.59	150
2017-03-02 16:00:00	139.591	139.724	138.76	138.916	240
2017-03-03 12:00:00	138.665	139.35	138.58	139.17	150
2017-03-03 16:00:00	139.17	139.82	139.093	139.76	240
2017-03-06 12:00:00	139.335	139.74	138.6	138.7	150
2017-03-06 16:00:00	138.699	139.535	138.602	139.32	240
2017-03-07 12:00:00	139.029	139.98	138.78	139.684	150
2017-03-07 16:00:00	139.681	139.754	139.15	139.483	240
2017-03-08 12:00:00	138.897	139.79	138.895	139.194	150
2017-03-08 16:00:00	139.193	139.425	138.822	139.023	240
2017-03-09 12:00:00	138.725	138.767	137.047	138.62	150
2017-03-09 16:00:00	138.62	138.68	137.8	138.67	240
2017-03-10 12:00:00	139.245	139.34	138.636	139.18	150
2017-03-10 16:00:00	139.181	139.312	138.773	139.14	240
2017-03-13 12:00:00	138.922	139.42	138.798	139.11	212
2017-03-13 16:00:00	139.11	139.363	139.09	139.169	206
2017-03-14 12:00:00	139.296	139.652	138.841	139.04	309
2017-03-14 16:00:00	139.041	139.15	138.852	138.979	181
