Time	Open	High	Low	Close	Volume
2013-05-22 20:00:00	1658.773	1659.897	1655.867	1656.772	60
2013-05-23 00:00:00	1656.661	1658.399	1649.399	1651.383	240
2013-05-23 04:00:00	1651.395	1651.871	1634.363	1636.664	239
2013-05-23 08:00:00	1636.683	1646.177	1636.383	1641.37	239
2013-05-23 12:00:00	1641.396	1653.862	1635.893	1649.368	240
2013-05-23 16:00:00	1649.26	1655.391	1644.665	1652.676	221
2013-05-23 20:00:00	1652.899	1656.685	1652.161	1654.364	189
2013-05-24 00:00:00	1654.386	1655.695	1652.861	1653.375	165
2013-05-26 20:00:00	1653.384	1654.37	1649.363	1649.373	60
2013-05-27 00:00:00	1649.378	1654.699	1648.664	1654.39	240
2013-05-27 04:00:00	1654.377	1654.699	1650.883	1651.69	240
2013-05-27 08:00:00	1651.672	1651.864	1645.861	1650.693	205
2013-05-27 12:00:00	1650.674	1655.397	1650.16	1653.887	150
2013-05-27 20:00:00	1653.681	1658.179	1652.664	1657.19	180
2013-05-28 00:00:00	1657.165	1659.199	1656.16	1657.377	240
2013-05-28 04:00:00	1657.384	1665.362	1657.361	1663.89	239
2013-05-28 08:00:00	1663.887	1666.184	1662.163	1665.876	238
2013-05-28 12:00:00	1665.876	1674.197	1663.366	1664.872	233
2013-05-28 16:00:00	1664.887	1666.378	1654.377	1658.364	225
2013-05-28 20:00:00	1658.176	1658.176	1653.363	1655.087	191
2013-05-29 00:00:00	1655.084	1657.899	1653.077	1657.864	240
2013-05-29 04:00:00	1657.887	1657.9	1647.386	1648.372	239
2013-05-29 08:00:00	1648.369	1650.6	1643.092	1648.069	238
2013-05-29 12:00:00	1647.895	1652.895	1639.494	1642.492	238
2013-05-29 16:00:00	1642.495	1653.994	1641.174	1647.196	225
2013-05-29 20:00:00	1646.86	1649.699	1645.667	1649.666	190
2013-05-30 00:00:00	1649.666	1651.382	1648.173	1648.894	240
2013-05-30 04:00:00	1648.891	1649.195	1642.186	1643.892	238
2013-05-30 08:00:00	1644.2	1655.694	1643.665	1651.191	239
2013-05-30 12:00:00	1651.191	1660.471	1647.895	1657.965	238
2013-05-30 16:00:00	1657.988	1661.997	1653.982	1654.969	219
2013-05-30 20:00:00	1654.996	1657.2	1652.194	1656.682	190
2013-05-31 00:00:00	1656.683	1657.198	1654.961	1655.682	240
2013-05-31 04:00:00	1655.688	1656.193	1644.166	1644.372	240
2013-05-31 08:00:00	1644.175	1648.496	1641.665	1646.675	239
2013-05-31 12:00:00	1646.466	1659.188	1646.463	1651.972	235
2013-05-31 16:00:00	1651.967	1654.494	1628.661	1628.661	223
2013-06-02 20:00:00	1632.177	1632.195	1629.661	1631.463	44
2013-06-03 12:00:00	1627.382	1629.399	1622.087	1628.1	97
2013-06-03 16:00:00	1628.063	1640.098	1626.381	1637.582	225
2013-06-03 20:00:00	1637.583	1637.6	1631.581	1634.365	190
2013-06-04 00:00:00	1634.384	1636.894	1633.363	1636.393	240
2013-06-04 04:00:00	1636.387	1640.093	1635.582	1635.878	240
2013-06-04 08:00:00	1635.861	1641.573	1635.561	1639.865	235
2013-06-04 12:00:00	1639.891	1646.7	1633.962	1636.18	238
2013-06-04 16:00:00	1636.182	1638.199	1623.173	1632.167	225
2013-06-04 20:00:00	1630.986	1633	1629.466	1632.19	190
2013-06-05 00:00:00	1631.977	1632.688	1629.661	1630.963	240
2013-06-05 04:00:00	1630.97	1631.483	1625.464	1629.697	239
2013-06-05 08:00:00	1629.662	1629.999	1622.671	1627.468	236
2013-06-05 12:00:00	1627.477	1629.488	1608.68	1609.961	240
2013-06-05 16:00:00	1609.98	1616.978	1606.47	1608.687	224
2013-06-05 20:00:00	1608.998	1612.699	1607.689	1612.469	189
2013-06-06 00:00:00	1612.483	1613.996	1611.661	1612.986	240
2013-06-06 04:00:00	1612.975	1614.697	1611.472	1614.674	239
2013-06-06 08:00:00	1614.484	1617.5	1609.987	1611.197	233
2013-06-06 12:00:00	1611.163	1614.495	1597.686	1600.663	240
2013-06-06 16:00:00	1600.467	1624.966	1600.467	1623.988	223
2013-06-06 20:00:00	1623.998	1624.699	1622.46	1624.488	190
2013-06-07 00:00:00	1624.49	1624.699	1620.962	1623.662	240
2013-06-07 04:00:00	1623.691	1624.5	1619.17	1622.193	240
2013-06-07 08:00:00	1622.163	1633.996	1619.461	1631.685	239
2013-06-07 12:00:00	1631.971	1642.97	1626.69	1638.196	235
2013-06-07 16:00:00	1638.173	1644.693	1632.667	1640.668	221
2013-06-09 20:00:00	1638.967	1640.195	1638.461	1638.995	60
2013-06-10 00:00:00	1638.986	1642.192	1638.66	1641.464	240
2013-06-10 04:00:00	1641.462	1646.997	1640.962	1646.172	240
2013-06-10 08:00:00	1646.194	1647.495	1642.472	1645.687	239
2013-06-10 12:00:00	1645.696	1649.191	1638.989	1642.977	238
2013-06-10 16:00:00	1642.995	1644.997	1639.996	1642.662	221
2013-06-10 20:00:00	1642.674	1643.199	1641.161	1642.175	189
2013-06-11 00:00:00	1642.184	1642.999	1639.16	1640.182	237
2013-06-11 04:00:00	1640.475	1641.995	1636.464	1637.186	239
2013-06-11 08:00:00	1637.19	1637.495	1625.971	1628.685	237
2013-06-11 12:00:00	1628.698	1640.478	1622.463	1636.475	239
2013-06-11 16:00:00	1636.461	1637.496	1625.48	1628.692	223
2013-06-11 20:00:00	1628.17	1629.996	1626.662	1628.682	190
2013-06-12 00:00:00	1628.674	1630.699	1627.663	1630.699	240
2013-06-12 04:00:00	1630.68	1633.48	1629.161	1633.197	126
2013-06-12 08:00:00	1636.5	1636.992	1633.97	1635.988	69
2013-06-12 12:00:00	1635.987	1638.473	1614.47	1619.463	232
2013-06-12 16:00:00	1619.495	1622.467	1609.962	1611.162	226
2013-06-12 20:00:00	1611.18	1611.995	1609.261	1609.762	191
2013-06-13 00:00:00	1609.796	1610.296	1601.474	1603.474	240
2013-06-13 04:00:00	1603.477	1605.292	1597.97	1602.477	239
2013-06-13 08:00:00	1602.464	1612.264	1600.283	1611.271	238
2013-06-13 12:00:00	1611.271	1624.96	1607.484	1624.787	237
2013-06-13 16:00:00	1624.994	1639.482	1621.485	1636.999	219
2013-06-13 20:00:00	1637.274	1639.995	1634.299	1634.471	190
2013-06-14 00:00:00	1634.493	1636	1632.26	1635.987	240
2013-06-14 04:00:00	1635.998	1638.299	1632.771	1638.294	240
2013-06-14 08:00:00	1638.276	1638.792	1632.498	1634.986	240
2013-06-14 12:00:00	1634.994	1640.99	1627.464	1628.772	240
2013-06-14 16:00:00	1628.473	1631.482	1623.475	1624.273	224
2013-06-16 20:00:00	1628.274	1629.997	1627.462	1629.267	60
2013-06-17 00:00:00	1629.164	1631.8	1629.164	1630.967	220
2013-06-17 04:00:00	1630.986	1638.498	1630.76	1637.498	199
2013-06-17 08:00:00	1637.397	1640.499	1635.465	1636.978	142
2013-06-17 12:00:00	1636.992	1645.285	1635.771	1642.476	173
2013-06-17 16:00:00	1642.491	1645.193	1629.679	1640.478	225
2013-06-17 20:00:00	1640.483	1641.2	1639.162	1639.497	175
2013-06-18 00:00:00	1639.475	1639.993	1637.972	1639.677	228
2013-06-18 04:00:00	1639.48	1644.49	1639.161	1642.076	237
2013-06-18 08:00:00	1642.167	1645.184	1639.398	1640.18	240
2013-06-18 12:00:00	1640.192	1651.999	1638.691	1651.863	240
2013-06-18 16:00:00	1651.9	1654.199	1648.662	1652.167	224
2013-06-18 20:00:00	1652.583	1652.987	1651.161	1651.583	169
2013-06-19 00:00:00	1651.492	1651.699	1647.47	1648.091	234
2013-06-19 04:00:00	1648.175	1654.496	1647.172	1652.678	240
2013-06-19 08:00:00	1652.69	1654.691	1649.366	1650.683	240
2013-06-19 12:00:00	1650.695	1652.499	1646.585	1648.979	240
2013-06-19 16:00:00	1648.999	1652.671	1626.461	1628	225
2013-06-19 20:00:00	1626.98	1628.497	1622.674	1625.398	187
2013-06-20 00:00:00	1625.589	1625.896	1618.671	1621.172	235
2013-06-20 04:00:00	1621.377	1624.89	1617.662	1617.895	238
2013-06-20 08:00:00	1617.668	1620.19	1611.378	1613.692	239
2013-06-20 12:00:00	1613.861	1614.399	1598.187	1601.969	240
2013-06-20 16:00:00	1601.968	1604.184	1583.163	1589.47	225
2013-06-20 20:00:00	1589.195	1591.994	1588.662	1590.461	190
2013-06-21 00:00:00	1590.471	1595.695	1590.2	1595.161	240
2013-06-21 04:00:00	1595.176	1600.975	1595.165	1597.999	238
2013-06-21 08:00:00	1597.962	1602.978	1592.463	1594.168	237
2013-06-21 12:00:00	1594.2	1600.188	1576.486	1590.68	240
2013-06-21 16:00:00	1590.667	1598.189	1584.666	1589.487	225
2013-06-23 20:00:00	1590.999	1591.192	1586.662	1586.662	60
2013-06-24 00:00:00	1586.68	1586.986	1579.99	1585.499	240
2013-06-24 04:00:00	1585.481	1586.48	1576.681	1578.694	238
2013-06-24 08:00:00	1578.691	1581.488	1571.469	1580.989	238
2013-06-24 12:00:00	1580.974	1580.974	1559.677	1568.185	239
2013-06-24 16:00:00	1568.18	1586.477	1565.686	1573.161	225
2013-06-24 20:00:00	1572.378	1576.863	1572.08	1576.361	190
2013-06-25 00:00:00	1576.391	1579.868	1566.363	1569.093	240
2013-06-25 04:00:00	1569.085	1582.586	1564.894	1581.874	240
2013-06-25 08:00:00	1582.079	1584.789	1577.564	1581.882	237
2013-06-25 12:00:00	1581.893	1589.179	1576.47	1586.488	240
2013-06-25 16:00:00	1586.698	1593.983	1582.661	1587.163	224
2013-06-25 20:00:00	1586.698	1587.184	1580.168	1584.676	190
2013-06-26 00:00:00	1584.692	1584.894	1579.361	1581.896	240
2013-06-26 04:00:00	1581.877	1592.897	1581.677	1590.896	239
2013-06-26 08:00:00	1590.883	1597.696	1590.687	1597.361	231
2013-06-26 12:00:00	1597.37	1603.695	1594.469	1598.964	236
2013-06-26 16:00:00	1598.968	1606.973	1598.189	1602.169	222
2013-06-26 20:00:00	1602.674	1602.97	1600.664	1602.174	190
2013-06-27 00:00:00	1602.194	1606.699	1601.668	1604.197	240
2013-06-27 04:00:00	1604.174	1605.696	1601.477	1603.195	239
2013-06-27 08:00:00	1603.188	1612.195	1602.178	1611.191	235
2013-06-27 12:00:00	1611.167	1619.984	1610.967	1614.167	235
2013-06-27 16:00:00	1614.166	1618.191	1611.961	1612.187	222
2013-06-27 20:00:00	1612.478	1613.699	1611.462	1611.663	190
2013-06-28 00:00:00	1611.674	1616.699	1611.661	1616.187	240
2013-06-28 04:00:00	1616.162	1620.16	1614.474	1617.168	239
2013-06-28 08:00:00	1617.174	1619.49	1609.685	1611.175	238
2013-06-28 12:00:00	1611.167	1615.993	1600.186	1610.664	240
2013-06-28 16:00:00	1610.689	1615.998	1602.464	1603.484	223
2013-06-30 20:00:00	1605.179	1605.179	1599.663	1600.491	60
2013-07-01 00:00:00	1600.473	1604.198	1599.673	1602.967	240
2013-07-01 04:00:00	1602.986	1616.171	1602.971	1609.184	237
2013-07-01 08:00:00	1609.187	1616.193	1608.969	1612.477	239
2013-07-01 12:00:00	1612.498	1626.668	1612.166	1623.679	237
2013-07-01 16:00:00	1623.69	1624.679	1611.963	1612.679	222
2013-07-01 20:00:00	1612.698	1617.184	1612.665	1616.691	191
2013-07-02 00:00:00	1616.682	1617.998	1614.461	1616.489	240
2013-07-02 04:00:00	1616.461	1620.499	1613.672	1617.199	239
2013-07-02 08:00:00	1617.16	1619.686	1611.18	1611.965	239
2013-07-02 12:00:00	1611.993	1624.19	1611.676	1620.983	234
2013-07-02 16:00:00	1620.975	1621.193	1606.175	1613.169	224
2013-07-02 20:00:00	1613.194	1614.199	1612.46	1613.192	190
2013-07-03 00:00:00	1613.194	1614.2	1609.195	1611.172	240
2013-07-03 04:00:00	1611.175	1612.192	1599.96	1603.191	238
2013-07-03 08:00:00	1603.193	1610.999	1602.175	1607.493	239
2013-07-03 12:00:00	1607.466	1618.688	1603.461	1614.991	238
2013-07-03 16:00:00	1614.461	1615.979	1613.981	1615.979	13
2013-07-03 20:00:00	1614.979	1616.699	1614.669	1615.662	180
2013-07-04 00:00:00	1615.688	1617.691	1614.964	1617.691	240
2013-07-04 04:00:00	1617.67	1620.669	1615.963	1619.986	240
2013-07-04 08:00:00	1619.968	1627.696	1619.162	1627.662	240
2013-07-04 12:00:00	1627.666	1629.998	1626.179	1629.478	150
2013-07-04 20:00:00	1629.495	1629.495	1627.662	1627.988	180
2013-07-05 00:00:00	1627.982	1630.68	1627.96	1629.687	240
2013-07-05 04:00:00	1629.684	1632.497	1628.462	1629.692	240
2013-07-05 08:00:00	1629.478	1636.493	1626.166	1629.171	239
2013-07-05 12:00:00	1629.162	1629.162	1614.16	1625.176	238
2013-07-05 16:00:00	1625.475	1634.998	1622.963	1634.984	222
2013-07-07 20:00:00	1636.397	1637.697	1636.163	1637.689	60
2013-07-08 00:00:00	1637.691	1637.699	1634.161	1634.977	240
2013-07-08 04:00:00	1634.999	1639.195	1631.974	1638.461	240
2013-07-08 08:00:00	1638.474	1643.682	1638.474	1640.161	235
2013-07-08 12:00:00	1640.178	1645.184	1636.691	1637.683	233
2013-07-08 16:00:00	1637.699	1642.7	1636.666	1642.467	220
2013-07-08 20:00:00	1642.463	1643.175	1641.162	1641.962	191
2013-07-09 00:00:00	1641.976	1647.493	1641.464	1647.493	240
2013-07-09 04:00:00	1647.485	1650.199	1646.465	1648.48	237
2013-07-09 08:00:00	1648.46	1649.997	1644.462	1649.666	233
2013-07-09 12:00:00	1649.68	1652.985	1643.667	1652.672	229
2013-07-09 16:00:00	1652.672	1654.185	1650.464	1651.174	208
2013-07-09 20:00:00	1651.473	1652.7	1651.46	1651.699	190
2013-07-10 00:00:00	1651.461	1653.479	1648.662	1648.973	240
2013-07-10 04:00:00	1648.975	1652.474	1646.667	1647.679	239
2013-07-10 08:00:00	1647.688	1651.69	1647.189	1650.99	238
2013-07-10 12:00:00	1650.997	1653.476	1647.66	1650.194	231
2013-07-10 16:00:00	1650.179	1659.965	1647.182	1659.499	221
2013-07-10 20:00:00	1662.478	1668.997	1660.977	1668.166	190
2013-07-11 00:00:00	1668.193	1671.699	1667.168	1670.682	240
